timestamp,url,exists,status
2021-03-01T09:37:18+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-03-01T09:37:22+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-03-01T09:37:33+09:00,https://covid19-kagawa.jp/,False,[Errno -5] No address associated with hostname
2021-03-01T09:37:34+09:00,https://covid19-kochi.netlify.app/,False,404
2021-04-01T11:37:14+09:00,https://covid19-akita.netlify.app/,False,404
2021-04-01T11:37:33+09:00,https://stopcovid19-kyoto.netlify.app/,False,404
2021-04-01T11:37:42+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-05-01T09:08:31+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-05-01T09:08:37+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-05-01T09:08:39+09:00,https://stop-covid19-nagano.netlify.app/,False,404
2021-05-01T09:08:46+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1125)"
2021-05-01T09:08:56+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-05-01T09:08:57+09:00,https://covid19-kochi.netlify.app/,False,404
2021-06-01T09:26:13+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-06-01T09:26:17+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-06-01T09:26:31+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-06-01T09:26:41+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-06-01T09:26:42+09:00,https://covid19-kochi.netlify.app/,False,404
2021-07-01T09:06:37+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-07-01T09:06:43+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-07-01T09:06:51+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-07-01T09:07:00+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-07-01T09:07:01+09:00,https://covid19-kochi.netlify.app/,False,404
2021-08-01T09:07:14+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-08-01T09:07:18+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-08-01T09:07:24+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-08-01T09:07:34+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-08-01T09:07:35+09:00,https://covid19-kochi.netlify.app/,False,404
2021-09-01T09:08:30+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-09-01T09:08:33+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-09-01T09:08:38+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-09-01T09:08:47+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-09-01T09:08:48+09:00,https://covid19-kochi.netlify.app/,False,404
2021-10-01T09:08:39+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-10-01T09:08:43+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-10-01T09:09:17+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-10-01T09:09:35+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-10-01T09:09:36+09:00,https://covid19-kochi.netlify.app/,False,404
2021-11-01T09:10:00+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-11-01T09:10:04+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-11-01T09:10:08+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-11-01T09:10:10+09:00,https://stopcovid19.code4nara.org/,False,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1131)
2021-11-01T09:10:17+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-11-01T09:10:18+09:00,https://covid19-kochi.netlify.app/,False,404
2021-12-01T09:09:56+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-12-01T09:10:01+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-12-01T09:10:06+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-12-01T09:10:13+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-12-01T09:10:14+09:00,https://covid19-kochi.netlify.app/,False,404
2022-01-01T09:09:48+09:00,https://yachiyo-covid19.netlify.app/,False,404
2022-01-01T09:09:52+09:00,https://ishikawa-covid19.netlify.app/,False,404
2022-01-01T09:09:58+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2022-01-01T09:10:06+09:00,https://kagawa.stopcovid19.jp/,False,[Errno -2] Name or service not known
2022-01-01T09:10:06+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2022-01-01T09:10:06+09:00,https://covid19-kochi.netlify.app/,False,404
2022-02-01T09:10:27+09:00,https://covid19.codeforaomori.org/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'covid19.codeforaomori.org'. (_ssl.c:1131)"
2022-02-01T09:10:34+09:00,https://yachiyo-covid19.netlify.app/,False,404
2022-02-01T09:10:40+09:00,https://ishikawa-covid19.netlify.app/,False,404
2022-02-01T09:10:44+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2022-02-01T09:10:47+09:00,https://stopcovid19.wakayama.jp/,False,410
2022-02-01T09:10:52+09:00,https://kagawa.stopcovid19.jp/,False,[Errno -2] Name or service not known
2022-02-01T09:10:52+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2022-02-01T09:10:54+09:00,https://covid19-kochi.netlify.app/,False,404
2022-03-01T09:48:50+09:00,https://covid19.codeforaomori.org/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'covid19.codeforaomori.org'. (_ssl.c:1131)"
2022-03-01T09:48:59+09:00,https://yachiyo-covid19.netlify.app/,False,404
